,P7_FIC_104/PID/PV.CV,P7_FIC_103/PID/PV.CV,P7_FIC_105/PID/PV.CV,,P7_TIC_102/PID/PV.CV,P7_TIC_202/PID/PV.CV,P7_FIC_103/PID/PV.CV,P7_LIC_201/PID/PV.CV,,P7_LIC_301/PID/PV.CV,P7_LIC_101/PID/PV.CV
14:55:40,4.930391788,5.834595203,15.05056,,74.51293945,71.58690643,5.834595203,0.1985659,,0.195127398,0.201012105
14:55:41,4.937740803,5.848359108,15.07761955,,74.53444672,71.60842896,5.848359108,0.198823407,,0.196532905,0.200894102
14:55:42,4.929752827,5.825942039,15.10534954,,74.55596924,71.60842896,5.825942039,0.198576599,,0.193357199,0.200904801
14:55:43,4.928473949,5.849167824,15.10249996,,74.5774765,71.62993622,5.849167824,0.198533699,,0.195610195,0.200797498
14:55:44,4.929752827,5.639204025,15.08401966,,74.59899902,71.62993622,5.639204025,0.1986195,,0.195975006,0.200647295
14:55:45,4.916303158,5.761176109,15.06552029,,74.62050629,71.65145874,5.761176109,0.198673204,,0.196200296,0.200550705
14:55:46,4.920791149,5.754055977,14.99985981,,74.64202881,71.67297363,5.754055977,0.198737606,,0.195395693,0.200432703
14:55:47,4.942529202,5.736769199,15.01416016,,74.6635437,71.67297363,5.736769199,0.198780507,,0.197659403,0.200196698
14:55:48,4.988249779,5.727417946,15.0163002,,74.68505859,71.71600342,5.727417946,0.198523,,0.196168095,0.200143099
14:55:49,5.007493019,5.783298969,15.02558994,,74.68505859,71.71600342,5.783298969,0.198651701,,0.194719702,0.199928507
14:55:50,4.999930859,5.757616997,15.01844025,,74.68505859,71.73751831,5.757616997,0.198297605,,0.196672395,0.199917704
14:55:51,4.973056793,5.767192841,15.02200985,,74.70657349,71.7590332,5.767192841,0.198254704,,0.196554393,0.199660197
14:55:52,4.955589771,5.755153179,14.98268032,,74.68505859,71.7590332,5.755153179,0.198233306,,0.198045701,0.199392006
14:55:53,4.9319911,5.824047089,14.97624016,,74.68505859,71.7805481,5.824047089,0.197997198,,0.196039394,0.199134499
14:55:54,4.936144829,5.77620697,14.98410988,,74.68505859,71.7805481,5.77620697,0.1979651,,0.197648704,0.199091598
14:55:55,4.913415909,5.832433224,14.97552013,,74.68505859,71.80206299,5.832433224,0.198008001,,0.196082294,0.199037999
14:55:56,4.921111107,5.74857378,14.96763039,,74.6635437,71.82357788,5.74857378,0.198115304,,0.196243197,0.198812693
14:55:57,4.931032181,5.930009842,14.96547985,,74.64202881,71.84509277,5.930009842,0.197900698,,0.194837794,0.198919997
14:55:58,4.963535786,5.891333103,14.95543957,,74.64202881,71.86660767,5.891333103,0.197675407,,0.195052296,0.198909193
14:55:59,5.000246048,5.995843887,14.95687962,,74.62050629,71.88812256,5.995843887,0.197696805,,0.196876198,0.198844895
14:56:00,5.020699024,5.943818092,14.97408009,,74.62050629,71.88812256,5.943818092,0.197900698,,0.196039394,0.198909193
14:56:01,5.026975155,5.951769829,14.96405029,,74.62050629,71.90963745,5.951769829,0.197814897,,0.193872094,0.198941395
14:56:02,5.023210049,5.884370804,14.97264957,,74.64202881,71.93115234,5.884370804,0.197675407,,0.196189597,0.199102297
14:56:03,5.010953903,6.05497694,14.98340034,,74.64202881,71.95266724,6.05497694,0.197900698,,0.195728302,0.1991667
14:56:04,4.99898386,6.111217022,14.98768997,,74.62050629,71.97418213,6.111217022,0.197804093,,0.194462299,0.199274004
14:56:05,4.985088825,6.117920876,14.99843025,,74.62050629,71.97418213,6.117920876,0.1980187,,0.196929902,0.199295506
14:56:06,4.980976105,6.051070213,15.00844002,,74.62050629,71.99569702,6.051070213,0.197846994,,0.195814103,0.199381307
14:56:07,4.984456062,6.121786118,14.96189976,,74.62050629,72.01721191,6.121786118,0.197932899,,0.195170403,0.199477896
14:56:08,4.990147114,6.084068775,14.9733696,,74.59899902,72.03872681,6.084068775,0.197804093,,0.194344193,0.199574396
14:56:09,5.010640144,6.098305225,14.99771023,,74.59899902,72.03872681,6.098305225,0.198072299,,0.196887001,0.1997246
14:56:10,5.024150848,6.091837883,14.97910023,,74.59899902,72.08175659,6.091837883,0.197943598,,0.197659403,0.199756801
14:56:11,5.042006016,6.04377079,14.97264957,,74.5774765,72.10327148,6.04377079,0.198319107,,0.196640193,0.199939206
14:56:12,5.026348114,6.08355093,14.97694969,,74.5774765,72.12478638,6.08355093,0.198136702,,0.198099405,0.200067997
14:56:13,5.038251877,6.084329128,14.97766972,,74.55596924,72.14630127,6.084329128,0.197868496,,0.196414903,0.200100094
14:56:14,5.024778843,6.03933382,14.98410988,,74.55596924,72.16782379,6.03933382,0.197696805,,0.197208807,0.200153798
14:56:15,5.035748005,6.048985004,14.99557018,,74.53444672,72.18933105,6.048985004,0.197653905,,0.196725994,0.200196698
14:56:16,5.031051159,6.040638924,14.97264957,,74.53444672,72.21085358,6.040638924,0.1979651,,0.196790397,0.200293303
14:56:17,5.029797077,6.031236172,14.99699974,,74.53444672,72.23236084,6.031236172,0.197879195,,0.196114495,0.200314701
14:56:18,5.036687851,5.938510895,15.04341984,,74.53444672,72.23236084,5.938510895,0.1980187,,0.197981298,0.200304002
14:56:19,5.028542995,5.934260845,15.03271961,,74.53444672,72.25388336,5.934260845,0.198115304,,0.195663899,0.200282499
14:56:20,5.029482841,5.953888893,15.03985977,,74.53444672,72.27539063,5.953888893,0.198136702,,0.195889205,0.200293303
14:56:21,5.03762722,5.953094006,15.04485035,,74.53444672,72.31842041,5.953094006,0.197879195,,0.199440494,0.200400501
14:56:22,5.037940025,5.952565193,15.05768013,,74.51293945,72.33994293,5.952565193,0.198308393,,0.198099405,0.200293303
14:56:23,5.037001133,6.018152237,15.02558994,,74.51293945,72.33994293,6.018152237,0.198286906,,0.197831094,0.2002718
14:56:24,5.013784885,5.978199959,15.04129028,,74.51293945,72.3614502,5.978199959,0.198319107,,0.196114495,0.2002718
14:56:25,5.019127846,5.915636063,15.02058983,,74.49141693,72.38297272,5.915636063,0.198222503,,0.196650907,0.200121596
14:56:26,5.008751869,5.919364929,15.0369997,,74.46990967,72.40447998,5.919364929,0.198630199,,0.195921406,0.199917704
14:56:27,5.001821995,5.972395897,15.03415012,,74.46990967,72.42598724,5.972395897,0.198651701,,0.1957068,0.199713901
14:56:28,5.001506805,5.910570145,15.02272987,,74.46990967,72.42598724,5.910570145,0.198479995,,0.1974985,0.199692398
14:56:29,5.006863117,5.923358917,15.04341984,,74.44838715,72.44750977,5.923358917,0.198662505,,0.196500704,0.199520797
14:56:30,5.010324955,5.935854912,15.02486992,,74.44838715,72.46901703,5.935854912,0.198576599,,0.196372002,0.199520797
14:56:31,5.018499851,5.902028084,15.01702023,,74.42687988,72.49053955,5.902028084,0.198598102,,0.196822599,0.199456394
14:56:32,5.035122871,6.012648106,15.0198698,,74.42687988,72.51204681,6.012648106,0.198909193,,0.197434098,0.199295506
14:56:33,5.028542995,5.961297989,14.99771023,,74.42687988,72.53356934,5.961297989,0.198769704,,0.196232498,0.199274004
14:56:34,5.04450798,5.95521307,15.00271988,,74.42687988,72.5550766,5.95521307,0.198598102,,0.198356897,0.199252501
14:56:35,5.03387022,5.921494961,14.98911953,,74.42687988,72.57659912,5.921494961,0.198812693,,0.199097097,0.199113101
14:56:36,5.024778843,5.974243164,14.97624016,,74.40535736,72.59810638,5.974243164,0.198887795,,0.196779698,0.199037999
14:56:37,5.018186092,5.976355076,14.99557018,,74.40535736,72.59810638,5.976355076,0.198705405,,0.195213303,0.199037999
14:56:38,5.007806778,5.950446129,14.98768997,,74.3838501,72.61962891,5.950446129,0.198930696,,0.200320199,0.198930696
14:56:39,5.010640144,6.039855957,14.9848299,,74.3838501,72.61962891,6.039855957,0.199102297,,0.196887001,0.198877007
14:56:40,5.028542995,6.021819115,15.00844002,,74.36234283,72.61962891,6.021819115,0.199209601,,0.196479306,0.198748305
14:56:41,5.027915001,6.053675175,15.00129032,,74.36234283,72.6411438,6.053675175,0.199327603,,0.198356897,0.198651701
14:56:42,5.022895813,6.024960041,14.98410988,,74.36234283,72.66265869,6.024960041,0.199574396,,0.198946893,0.1986195
14:56:43,5.011583805,6.044291973,14.98340034,,74.34082031,72.66265869,6.044291973,0.199563697,,0.197841898,0.198737606
14:56:44,5.018186092,6.048462868,14.98268032,,74.31931305,72.68417358,6.048462868,0.199789003,,0.199826702,0.198780507
14:56:45,5.015672207,6.070320129,14.98983955,,74.31931305,72.68417358,6.070320129,0.199606597,,0.200009093,0.198855594
14:56:46,5.018186092,6.12049818,14.99985981,,74.31931305,72.68417358,6.12049818,0.199681699,,0.197745293,0.198866293
14:56:47,5.01221323,6.152612209,14.98911953,,74.29779053,72.68417358,6.152612209,0.199885607,,0.199322402,0.199037999
14:56:48,5.004659176,6.1101861,14.9783802,,74.29779053,72.70568848,6.1101861,0.199789003,,0.197412699,0.199091598
14:56:49,4.993936062,6.112248898,14.99771023,,74.27628326,72.70568848,6.112248898,0.199960694,,0.198957697,0.198984295
14:56:50,4.998353004,6.105797768,14.99199009,,74.27628326,72.72720337,6.105797768,0.199971393,,0.198024198,0.1991238
14:56:51,4.976541996,6.113797188,14.99557018,,74.27628326,72.72720337,6.113797188,0.200132295,,0.198743105,0.199102297
14:56:52,4.971154213,6.138245106,15.01844025,,74.27628326,72.74871826,6.138245106,0.200121596,,0.199000597,0.199220404
14:56:53,4.962902069,6.140299797,14.98410988,,74.27628326,72.74871826,6.140299797,0.200261101,,0.198968396,0.199209601
14:56:54,4.965760231,6.063302994,14.97910023,,74.27628326,72.77023315,6.063302994,0.200582907,,0.197627306,0.199231103
14:56:55,4.948585987,6.064863205,14.96189976,,74.27628326,72.77023315,6.064863205,0.200690195,,0.199537098,0.199284703
14:56:56,4.944760799,6.045856953,14.99127007,,74.27628326,72.77023315,6.045856953,0.200754598,,0.198657304,0.199274004
14:56:57,4.954635143,6.123330116,14.99269962,,74.25476074,72.79174805,6.123330116,0.200979903,,0.198700204,0.199327603
14:56:58,4.957816124,6.095201969,15.00701046,,74.25476074,72.79174805,6.095201969,0.201205194,,0.199118599,0.199306205
14:56:59,4.939976215,5.999524117,14.96547985,,74.23325348,72.79174805,5.999524117,0.201344699,,0.200277299,0.199413493
14:57:00,4.927834034,6.062782764,15.01130009,,74.23325348,72.81326294,6.062782764,0.201494902,,0.199172199,0.199520797
14:57:01,4.908278942,6.124618053,14.98983955,,74.21173096,72.81326294,6.124618053,0.201720193,,0.201264396,0.199509993
14:57:02,4.887355804,6.093649864,14.99985981,,74.21173096,72.81326294,6.093649864,0.201881096,,0.199966207,0.1996281
14:57:03,4.870228767,6.100113869,15.01130009,,74.19022369,72.83477783,6.100113869,0.201902598,,0.198625103,0.199660197
14:57:04,4.851092815,6.134905815,14.98911953,,74.19022369,72.83477783,6.134905815,0.202052802,,0.199547797,0.199799702
14:57:05,4.824369907,6.09287405,15.00701046,,74.19022369,72.83477783,6.09287405,0.201967001,,0.199901804,0.199853405
14:57:06,4.777740002,6.074993134,15.00415039,,74.19022369,72.83477783,6.074993134,0.2020206,,0.198936194,0.199982107
14:57:07,4.782357216,6.145432949,15.01844025,,74.16870117,72.83477783,6.145432949,0.202095702,,0.198582202,0.200035796
14:57:08,4.783676147,6.177927971,15.00914955,,74.16870117,72.83477783,6.177927971,0.202042103,,0.200212896,0.200078696
14:57:09,4.80537796,6.142354012,14.9848299,,74.16870117,72.83477783,6.142354012,0.201859698,,0.202541202,0.199971393
14:57:10,4.829922199,6.07525301,14.9733696,,74.14718628,72.83477783,6.07525301,0.202310294,,0.198346093,0.199982107
14:57:11,4.849466801,6.112764835,14.9848299,,74.12567139,72.83477783,6.112764835,0.202127904,,0.199472696,0.199960694
14:57:12,4.864398956,6.082773209,14.9819603,,74.12567139,72.83477783,6.082773209,0.202278107,,0.196929902,0.200067997
14:57:13,4.847190857,6.109928131,15.01272964,,74.10415649,72.85629272,6.109928131,0.202342495,,0.197316095,0.200121596
14:57:14,4.810297012,6.064342976,15.00986958,,74.10415649,72.85629272,6.064342976,0.2024391,,0.195588797,0.200110897
14:57:15,4.781367779,6.058101177,14.99771023,,74.10415649,72.85629272,6.058101177,0.202106506,,0.197198093,0.200110897
14:57:16,4.765183926,6.08484602,15.00629044,,74.0826416,72.85629272,6.08484602,0.202514201,,0.198539197,0.2002289
14:57:17,4.755579948,6.094168186,14.9819603,,74.0826416,72.85629272,6.094168186,0.202342495,,0.198786005,0.200368404
14:57:18,4.772458076,6.083809853,15.00844002,,74.06112671,72.85629272,6.083809853,0.202374697,,0.199247301,0.200336203
14:57:19,4.808658123,6.145689011,15.01916027,,74.06112671,72.85629272,6.145689011,0.202374697,,0.199644297,0.200336203
14:57:20,4.855965137,6.12719202,15.01702023,,74.03961182,72.85629272,6.12719202,0.202406898,,0.197198093,0.200379103
14:57:21,4.868609905,6.118951797,15.01772976,,74.03961182,72.85629272,6.118951797,0.202363998,,0.197595105,0.200529307
14:57:22,4.831226826,6.093907833,15.01772976,,74.01809692,72.85629272,6.093907833,0.202385396,,0.198045701,0.200368404
14:57:23,4.760550022,6.064602852,15.01772976,,74.01809692,72.85629272,6.064602852,0.202374697,,0.194118902,0.2003254
14:57:24,4.730318069,6.010550976,14.99985981,,74.01809692,72.85629272,6.010550976,0.202471197,,0.194784105,0.200261101
14:57:25,4.712619781,5.997684002,15.00343037,,74.01809692,72.85629272,5.997684002,0.202363998,,0.194515899,0.200132295
14:57:26,4.701901913,6.014745235,14.99127007,,73.99658203,72.85629272,6.014745235,0.202074304,,0.196404204,0.200025007
14:57:27,4.691832066,6.022079945,15.0005703,,73.99658203,72.85629272,6.022079945,0.202181593,,0.198388994,0.199939206
14:57:28,4.687460899,5.947000027,14.98052979,,73.97506714,72.85629272,5.947000027,0.202149406,,0.197766796,0.199917704
14:57:29,4.689815998,6.015532017,14.99913979,,73.95355225,72.85629272,6.015532017,0.202117205,,0.198464096,0.199810505
14:57:30,4.713623047,6.056539059,15.00271988,,73.93203735,72.85629272,6.056539059,0.202235207,,0.199644297,0.199810505
14:57:31,4.699890137,6.081478119,15.01702023,,73.88900757,72.85629272,6.081478119,0.202256694,,0.196801096,0.199692398
14:57:32,4.707262993,6.013697147,14.98052979,,73.86749268,72.85629272,6.013697147,0.202106506,,0.197412699,0.199660197
14:57:33,4.712954044,6.002939224,14.99127007,,73.84597778,72.85629272,6.002939224,0.202063501,,0.196146697,0.199606597
14:57:34,4.748612881,5.965264797,15.00199986,,73.802948,72.85629272,5.965264797,0.201924101,,0.197219595,0.199542195
14:57:35,4.778398991,5.952828884,14.98554039,,73.75991821,72.85629272,5.952828884,0.201999202,,0.197326899,0.199477896
14:57:36,4.785983086,6.000575066,14.98911953,,73.71688843,72.85629272,6.000575066,0.202074304,,0.1963934,0.199381307
14:57:37,4.791577816,5.959446907,14.96547985,,73.69537354,72.85629272,5.959446907,0.202278107,,0.197273195,0.199306205
14:57:38,4.798483849,5.950181007,14.97552013,,73.67385864,72.85629272,5.950181007,0.2020206,,0.197391197,0.1991667
14:57:39,4.782687187,5.909502029,15.00986958,,73.67385864,72.85629272,5.909502029,0.2020206,,0.197283894,0.199145302
14:57:40,4.774768829,5.928414822,14.99269962,,73.65234375,72.83477783,5.928414822,0.202074304,,0.197444901,0.1990702
14:57:41,4.761211872,5.929743767,14.98983955,,73.65234375,72.83477783,5.929743767,0.201913297,,0.196200296,0.199005798
14:57:42,4.745955944,5.960769176,15.00771999,,73.65234375,72.83477783,5.960769176,0.202042103,,0.196661696,0.198898494
14:57:43,4.750605106,5.968698978,15.00129032,,73.65234375,72.83477783,5.968698978,0.202042103,,0.196983501,0.198791206
14:57:44,4.747616768,6.087437153,15.0005703,,73.63082886,72.83477783,6.087437153,0.201891899,,0.195739001,0.198823407
14:57:45,4.751932144,6.081217766,15.00629044,,73.63082886,72.85629272,6.081217766,0.201967001,,0.1957068,0.198844895
14:57:46,4.770143986,6.112248898,15.00701046,,73.63082886,72.83477783,6.112248898,0.202127904,,0.197273195,0.198887795
14:57:47,4.773777962,6.137732029,15.01130009,,73.63082886,72.83477783,6.137732029,0.202149406,,0.196457803,0.198973596
14:57:48,4.75126791,6.088213921,15.01058006,,73.60930634,72.83477783,6.088213921,0.201913297,,0.194108203,0.199016497
14:57:49,4.745292187,6.152612209,14.98626041,,73.63082886,72.81326294,6.152612209,0.201881096,,0.194108203,0.199005798
14:57:50,4.725982189,6.109669209,14.99557018,,73.63082886,72.81326294,6.109669209,0.201698795,,0.196522206,0.199102297
14:57:51,4.730318069,6.131307125,14.99557018,,73.65234375,72.81326294,6.131307125,0.201752394,,0.196232498,0.199156001
14:57:52,4.72564888,6.155173779,14.99127007,,73.65234375,72.81326294,6.155173779,0.201859698,,0.196693897,0.199284703
14:57:53,4.719638824,6.203393936,14.99199009,,73.65234375,72.81326294,6.203393936,0.201827496,,0.195610195,0.199392006
14:57:54,4.71596384,6.12976408,14.99985981,,73.65234375,72.79174805,6.12976408,0.201881096,,0.195620999,0.199509993
14:57:55,4.72231102,6.163876057,15.00557995,,73.65234375,72.79174805,6.163876057,0.201945499,,0.195728302,0.199671
14:57:56,4.729650021,6.23735714,15.00415039,,73.65234375,72.79174805,6.23735714,0.201956198,,0.195427805,0.199692398
14:57:57,4.743298054,6.164133072,15.00844002,,73.65234375,72.79174805,6.164133072,0.201870397,,0.195363507,0.199842602
14:57:58,4.745624065,6.21202898,15.00343037,,73.65234375,72.79174805,6.21202898,0.202127904,,0.194483697,0.200100094
14:57:59,4.746620178,6.095718861,14.98268032,,73.63082886,72.77023315,6.095718861,0.202085003,,0.194923595,0.200067997
14:58:00,4.759887218,6.084587097,14.99699974,,73.63082886,72.77023315,6.084587097,0.202074304,,0.195181102,0.200196698
14:58:01,4.755910873,6.239127159,15.00557995,,73.63082886,72.77023315,6.239127159,0.202160105,,0.193797007,0.200357601
14:58:02,4.73498106,6.226733208,14.98268032,,73.63082886,72.74871826,6.226733208,0.202106506,,0.1951489,0.200464904
14:58:03,4.726650238,6.172821999,15.01272964,,73.63082886,72.74871826,6.172821999,0.202031404,,0.196801096,0.200582907
14:58:04,4.72564888,6.20441103,15.00415039,,73.63082886,72.74871826,6.20441103,0.201945499,,0.194591001,0.200786799
14:58:05,4.701566219,6.124361038,14.97910023,,73.63082886,72.74871826,6.124361038,0.202170804,,0.194880694,0.200937003
14:58:06,4.698883057,6.200089931,14.98052979,,73.63082886,72.72720337,6.200089931,0.202256694,,0.196125194,0.201044306
14:58:07,4.686117172,6.086659908,15.00844002,,73.63082886,72.72720337,6.086659908,0.202245906,,0.1963076,0.201162294
14:58:08,4.677698135,6.119209766,14.99413013,,73.65234375,72.72720337,6.119209766,0.202342495,,0.194966495,0.201205194
14:58:09,4.656076908,6.075770855,15.01272964,,73.63082886,72.70568848,6.075770855,0.202385396,,0.193389297,0.201237395
14:58:10,4.639455795,5.997158051,14.99127007,,73.63082886,72.70568848,5.997158051,0.2024391,,0.194987997,0.201205194
14:58:11,4.651334763,6.04142189,15.03201008,,73.63082886,72.68417358,6.04142189,0.202396095,,0.194258407,0.201269597
14:58:12,4.667575836,5.974507809,15.01486969,,73.60930634,72.68417358,5.974507809,0.202406898,,0.194076002,0.201280296
14:58:13,4.676012993,5.913236141,15.00914955,,73.60930634,72.66265869,5.913236141,0.202642903,,0.194333494,0.201183796
14:58:14,4.679718971,5.900424957,15.00629044,,73.60930634,72.66265869,5.900424957,0.2025785,,0.1962111,0.201033607
14:58:15,4.665211201,5.90576601,14.99127007,,73.60930634,72.66265869,5.90576601,0.202288896,,0.194687605,0.200808197
14:58:16,4.663858891,5.860746861,15.00343037,,73.60930634,72.6411438,5.860746861,0.202471197,,0.197391197,0.200711697
14:58:17,4.660477161,5.923092842,14.98410988,,73.60930634,72.61962891,5.923092842,0.202396095,,0.194483697,0.200518593
14:58:18,4.654384136,5.887318134,15.01486969,,73.58779907,72.61962891,5.887318134,0.202406898,,0.195395693,0.200400501
